phone,axes,first_with,with_without,first_without
e,Passive - Active,9.919e-15,1.4e-244,0.0007078
e,Quiet - Loud,++0.101,5.908e-72,2.742e-07
e,Rough - Tender,++0.151,6.954e-112,1.148e-10
e,Sad - Joyful,++0.07014,1.56e-34,1.048e-08
e,Short - Long,6.219e-10,9.725e-234,2.997e-06
e,Slow - Quick,7.442e-31,9.032e-143,0.0001109
e,Small - Big,++0.001249,4.283e-160,4.678e-10
e,Smooth - Rough_or_not_smooth,1.048e-05,1.267e-252,1.543e-12
e,Ugly - Beautiful,1.867e-27,1.482e-125,0.0005791
ɑɑ,Angular - Round,0.0007254,1.452e-59,++0.24
ɑɑ,Bad - Good,++0.3963,2.486e-07,++0.1502
ɑɑ,Cold - Hot,++0.004198,5.059e-10,++0.04664
ɑɑ,Complex - Simple,++0.4053,1.406e-08,++0.1652
ɑɑ,Cowardly - Brave,++0.007157,2.805e-08,++0.07398
ɑɑ,Dangerous - Secure,++0.1082,6.362e-17,++0.4371
ɑɑ,Dark - Luminous,++0.01676,1.819e-28,++0.3331
ɑɑ,Difficult - Easy,++0.05066,++0.1945,++0.04274
ɑɑ,Evil - Benign,++0.01682,0.0003806,++0.06513
ɑɑ,Faded - Bright,3.44e-07,1.851e-20,0.000261
ɑɑ,Feeble - Strong,++0.0218,2.963e-24,++0.344
ɑɑ,Masculine - Feminine,++0.04904,1.027e-20,++0.4425
ɑɑ,Passive - Active,++0.1407,2.037e-11,++0.01688
ɑɑ,Quiet - Loud,0.0005296,++0.1471,++0.001194
ɑɑ,Rough - Tender,++0.2762,2.796e-06,++0.4424
ɑɑ,Sad - Joyful,0.0006103,++0.05906,++0.001225
ɑɑ,Short - Long,++0.02436,5.399e-45,++0.3892
ɑɑ,Slow - Quick,0.0006574,3.04e-77,++0.2896
ɑɑ,Small - Big,++0.059,5.515e-13,++0.3168
ɑɑ,Smooth - Rough_or_not_smooth,++0.07314,++0.007954,++0.03785
ɑɑ,Ugly - Beautiful,2.464e-05,1.814e-10,++0.001617
ɑu,Angular - Round,++0.254,++0.1238,++0.1973
ɑu,Bad - Good,3.468e-06,2.853e-12,++0.005626
ɑu,Cold - Hot,5.217e-06,2.983e-09,++0.001287
ɑu,Complex - Simple,++0.03753,3.971e-11,++0.4431
ɑu,Cowardly - Brave,++0.4248,4.492e-11,++0.05409
ɑu,Dangerous - Secure,0.0004196,0.0001632,++0.005823
ɑu,Dark - Luminous,7.464e-05,0.0001933,4.609e-06
ɑu,Difficult - Easy,++0.2039,3.783e-21,++0.002003
ɑu,Evil - Benign,++0.2585,1.29e-16,++0.09485
ɑu,Faded - Bright,4.245e-05,2.892e-10,++0.008664
ɑu,Feeble - Strong,++0.3436,5.278e-08,++0.2002
ɑu,Masculine - Feminine,++0.1065,5.174e-15,++0.2615
ɑu,Passive - Active,0.0001339,3.64e-35,++0.3654
ɑu,Quiet - Loud,++0.006342,5.524e-34,++0.3725
ɑu,Rough - Tender,++0.4357,0.0005752,++0.1778
ɑu,Sad - Joyful,0.0003117,1.013e-08,++0.01717
ɑu,Short - Long,++0.2345,++0.04566,++0.1696
ɑu,Slow - Quick,++0.4951,5.797e-10,++0.06165
ɑu,Small - Big,++0.2813,++0.006681,++0.1242
ɑu,Smooth - Rough_or_not_smooth,++0.01625,++0.4395,++0.02612
ɑu,Ugly - Beautiful,++0.09307,6.77e-15,++0.3041
ɑi,Angular - Round,++0.02849,2.404e-28,++0.3603
ɑi,Bad - Good,++0.3376,1.995e-84,0.0003801
ɑi,Cold - Hot,++0.2978,1.165e-32,++0.02364
ɑi,Complex - Simple,6.706e-07,6.661e-07,2.232e-09
ɑi,Cowardly - Brave,++0.02867,8.632e-84,++0.02192
ɑi,Dangerous - Secure,++0.03609,4.085e-64,2.627e-07
ɑi,Dark - Luminous,1.922e-06,3.414e-40,++0.01259
ɑi,Difficult - Easy,++0.1179,1.081e-90,4.765e-09
ɑi,Evil - Benign,++0.3076,7.718e-54,2.962e-05
ɑi,Faded - Bright,++0.03315,3.104e-71,++0.03205
ɑi,Feeble - Strong,3.728e-07,1.078e-71,++0.03353
ɑi,Masculine - Feminine,++0.001447,3.211e-112,++0.06395
ɑi,Passive - Active,0.000846,1.273e-105,++0.1127
ɑi,Quiet - Loud,++0.08848,7.37e-20,0.0005073
ɑi,Rough - Tender,++0.01472,1.537e-95,++0.02168
ɑi,Sad - Joyful,++0.3986,1.676e-11,++0.04528
ɑi,Short - Long,++0.2148,8.251e-85,0.0005153
ɑi,Slow - Quick,++0.3847,6.423e-48,0.000404
ɑi,Small - Big,++0.1279,1.538e-66,++0.007054
ɑi,Smooth - Rough_or_not_smooth,++0.008432,3.835e-71,++0.1017
ɑi,Ugly - Beautiful,++0.001627,1.478e-26,++0.1793
ɑ,Angular - Round,4.897e-07,++0.05334,2.062e-05
ɑ,Bad - Good,++0.3407,6.734e-08,++0.008955
ɑ,Cold - Hot,++0.01165,1.232e-49,1.65e-14
ɑ,Complex - Simple,0.000335,4.477e-42,++0.04243
ɑ,Cowardly - Brave,++0.2242,++0.003034,++0.03541
ɑ,Dangerous - Secure,1.604e-07,2.885e-14,++0.01579
ɑ,Dark - Luminous,4.522e-08,6.153e-05,8.642e-05
ɑ,Difficult - Easy,++0.01199,6.01e-50,0.0004349
ɑ,Evil - Benign,++0.009949,3.459e-36,6.628e-12
ɑ,Faded - Bright,0.0005174,2.047e-16,3.004e-10
ɑ,Feeble - Strong,1.906e-05,4.427e-07,++0.01573
ɑ,Masculine - Feminine,++0.4099,0.0007376,++0.07875
ɑ,Passive - Active,9.986e-05,7.765e-17,++0.2635
ɑ,Quiet - Loud,++0.45,1.141e-54,2.565e-09
ɑ,Rough - Tender,++0.4689,3.043e-35,3.923e-06
ɑ,Sad - Joyful,++0.01025,2.705e-23,++0.08775
ɑ,Short - Long,0.0003958,2.825e-16,1.947e-10
ɑ,Slow - Quick,1.727e-08,2.565e-08,3.042e-13
ɑ,Small - Big,++0.3551,1.044e-45,1.026e-08
ɑ,Smooth - Rough_or_not_smooth,++0.001108,8.784e-15,2.569e-09
ɑ,Ugly - Beautiful,6.472e-22,3.732e-16,4.038e-10
øø,Angular - Round,++1.0,++1.0,++1.0
øø,Bad - Good,++1.0,++1.0,++1.0
øø,Cold - Hot,++1.0,++1.0,++1.0
øø,Complex - Simple,++1.0,++1.0,++1.0
øø,Cowardly - Brave,++1.0,++1.0,++1.0
øø,Dangerous - Secure,++1.0,++1.0,++1.0
øø,Dark - Luminous,++1.0,++1.0,++1.0
øø,Difficult - Easy,++1.0,++1.0,++1.0
øø,Evil - Benign,++1.0,++1.0,++1.0
øø,Faded - Bright,++1.0,++1.0,++1.0
øø,Feeble - Strong,++1.0,++1.0,++1.0
øø,Masculine - Feminine,++1.0,++1.0,++1.0
øø,Passive - Active,++1.0,++1.0,++1.0
øø,Quiet - Loud,++1.0,++1.0,++1.0
øø,Rough - Tender,++1.0,++1.0,++1.0
øø,Sad - Joyful,++1.0,++1.0,++1.0
øø,Short - Long,++1.0,++1.0,++1.0
øø,Slow - Quick,++1.0,++1.0,++1.0
øø,Small - Big,++1.0,++1.0,++1.0
øø,Smooth - Rough_or_not_smooth,++1.0,++1.0,++1.0
øø,Ugly - Beautiful,++1.0,++1.0,++1.0
øi,Angular - Round,++1.0,++0.4374,++1.0
øi,Bad - Good,++1.0,7.379e-07,++1.0
øi,Cold - Hot,++1.0,0.0008253,++1.0
øi,Complex - Simple,++1.0,5.758e-09,++1.0
øi,Cowardly - Brave,++1.0,++0.2119,++1.0
øi,Dangerous - Secure,++1.0,++0.4275,++1.0
øi,Dark - Luminous,++1.0,++0.1097,++1.0
øi,Difficult - Easy,++1.0,9.761e-06,++1.0
øi,Evil - Benign,++1.0,++0.002106,++1.0
øi,Faded - Bright,++1.0,0.0002757,++1.0
øi,Feeble - Strong,++1.0,++0.3376,++1.0
øi,Masculine - Feminine,++1.0,++0.1723,++1.0
øi,Passive - Active,++1.0,++0.1423,++1.0
øi,Quiet - Loud,++1.0,++0.0115,++1.0
øi,Rough - Tender,++1.0,4.243e-05,++1.0
øi,Sad - Joyful,++1.0,++0.4067,++1.0
øi,Short - Long,++1.0,++0.01407,++1.0
øi,Slow - Quick,++1.0,++0.002093,++1.0
øi,Small - Big,++1.0,1.041e-06,++1.0
øi,Smooth - Rough_or_not_smooth,++1.0,2.621e-05,++1.0
øi,Ugly - Beautiful,++1.0,++0.05165,++1.0
øy,Angular - Round,++1.0,2.749e-06,++1.0
øy,Bad - Good,++1.0,++0.06234,++1.0
øy,Cold - Hot,++1.0,++0.4221,++1.0
øy,Complex - Simple,++1.0,4.429e-09,++1.0
øy,Cowardly - Brave,++1.0,++0.009368,++1.0
øy,Dangerous - Secure,++1.0,4.218e-10,++1.0
øy,Dark - Luminous,++1.0,++0.1183,++1.0
øy,Difficult - Easy,++1.0,7.783e-05,++1.0
øy,Evil - Benign,++1.0,++0.001548,++1.0
øy,Faded - Bright,++1.0,++0.362,++1.0
øy,Feeble - Strong,++1.0,0.0004292,++1.0
øy,Masculine - Feminine,++1.0,++0.001534,++1.0
øy,Passive - Active,++1.0,7.285e-05,++1.0
øy,Quiet - Loud,++1.0,7.221e-05,++1.0
øy,Rough - Tender,++1.0,++0.0349,++1.0
øy,Sad - Joyful,++1.0,++0.2464,++1.0
øy,Short - Long,++1.0,++0.2357,++1.0
øy,Slow - Quick,++1.0,++0.2587,++1.0
øy,Small - Big,++1.0,1.654e-05,++1.0
øy,Smooth - Rough_or_not_smooth,++1.0,++0.008474,++1.0
øy,Ugly - Beautiful,++1.0,0.0004215,++1.0
ø,Angular - Round,++1.0,++0.3889,++1.0
ø,Bad - Good,++1.0,0.0005805,++1.0
ø,Cold - Hot,++1.0,3.44e-10,++1.0
ø,Complex - Simple,++1.0,++0.4191,++1.0
ø,Cowardly - Brave,++1.0,0.0004988,++1.0
ø,Dangerous - Secure,++1.0,0.0003188,++1.0
ø,Dark - Luminous,++1.0,++0.02017,++1.0
ø,Difficult - Easy,++1.0,++0.02359,++1.0
ø,Evil - Benign,++1.0,++0.08554,++1.0
ø,Faded - Bright,++1.0,++0.4615,++1.0
ø,Feeble - Strong,++1.0,3.173e-05,++1.0
ø,Masculine - Feminine,++1.0,++0.01572,++1.0
ø,Passive - Active,++1.0,++0.001185,++1.0
ø,Quiet - Loud,++1.0,++0.4179,++1.0
ø,Rough - Tender,++1.0,++0.1088,++1.0
ø,Sad - Joyful,++1.0,++0.01722,++1.0
ø,Short - Long,++1.0,++0.3074,++1.0
ø,Slow - Quick,++1.0,0.0005523,++1.0
ø,Small - Big,++1.0,++0.4832,++1.0
ø,Smooth - Rough_or_not_smooth,++1.0,8.828e-06,++1.0
ø,Ugly - Beautiful,++1.0,7.595e-12,++1.0
ææ,Angular - Round,2.695e-06,3.633e-106,++0.1181
ææ,Bad - Good,++0.002358,0.0003135,0.0001626
ææ,Cold - Hot,++0.3698,1.161e-10,++0.1106
ææ,Complex - Simple,1.034e-06,3.777e-35,++0.08417
ææ,Cowardly - Brave,++0.03693,7.238e-25,1.648e-05
ææ,Dangerous - Secure,++0.04354,6.639e-35,++0.1082
ææ,Dark - Luminous,++0.02172,1.626e-74,++0.00323
ææ,Difficult - Easy,++0.004592,++0.04332,++0.001761
ææ,Evil - Benign,++0.04946,7.684e-10,++0.001603
ææ,Faded - Bright,6.761e-10,1.753e-49,++0.01333
ææ,Feeble - Strong,++0.02439,2.73e-54,++0.02114
ææ,Masculine - Feminine,++0.07796,1.121e-32,++0.04734
ææ,Passive - Active,++0.3454,7.013e-21,++0.004423
ææ,Quiet - Loud,++0.1546,++0.1327,++0.09932
ææ,Rough - Tender,0.0001713,1.943e-18,++0.1057
ææ,Sad - Joyful,2.396e-06,1.319e-09,++0.002627
ææ,Short - Long,0.0001773,2.173e-47,++0.3852
ææ,Slow - Quick,++0.2991,5.037e-48,1.03e-05
ææ,Small - Big,++0.1675,3.756e-16,++0.001034
ææ,Smooth - Rough_or_not_smooth,1.099e-07,4.817e-44,++0.05429
ææ,Ugly - Beautiful,2.561e-05,1.181e-20,1.408e-10
æi,Angular - Round,++1.0,++0.2185,++1.0
æi,Bad - Good,++1.0,1.26e-11,++1.0
æi,Cold - Hot,++1.0,4.869e-25,++1.0
æi,Complex - Simple,++1.0,9.284e-16,++1.0
æi,Cowardly - Brave,++1.0,7.958e-08,++1.0
æi,Dangerous - Secure,++1.0,3.005e-21,++1.0
æi,Dark - Luminous,++1.0,1.028e-07,++1.0
æi,Difficult - Easy,++1.0,4.504e-16,++1.0
æi,Evil - Benign,++1.0,5.228e-31,++1.0
æi,Faded - Bright,++1.0,2.166e-14,++1.0
æi,Feeble - Strong,++1.0,++0.1706,++1.0
æi,Masculine - Feminine,++1.0,1.382e-13,++1.0
æi,Passive - Active,++1.0,1.465e-09,++1.0
æi,Quiet - Loud,++1.0,4.224e-21,++1.0
æi,Rough - Tender,++1.0,1.335e-14,++1.0
æi,Sad - Joyful,++1.0,1.364e-11,++1.0
æi,Short - Long,++1.0,1.328e-07,++1.0
æi,Slow - Quick,++1.0,8.153e-13,++1.0
æi,Small - Big,++1.0,1.489e-35,++1.0
æi,Smooth - Rough_or_not_smooth,++1.0,++0.00789,++1.0
æi,Ugly - Beautiful,++1.0,1.515e-06,++1.0
æy,Angular - Round,++1.0,0.0001734,++1.0
æy,Bad - Good,++1.0,4.877e-05,++1.0
æy,Cold - Hot,++1.0,0.000377,++1.0
æy,Complex - Simple,++1.0,++0.2867,++1.0
æy,Cowardly - Brave,++1.0,++0.01262,++1.0
æy,Dangerous - Secure,++1.0,++0.04227,++1.0
æy,Dark - Luminous,++1.0,1.075e-16,++1.0
æy,Difficult - Easy,++1.0,++0.1284,++1.0
æy,Evil - Benign,++1.0,5.832e-07,++1.0
æy,Faded - Bright,++1.0,++0.04885,++1.0
æy,Feeble - Strong,++1.0,++0.003339,++1.0
æy,Masculine - Feminine,++1.0,++0.006685,++1.0
æy,Passive - Active,++1.0,++0.09402,++1.0
æy,Quiet - Loud,++1.0,4.64e-08,++1.0
æy,Rough - Tender,++1.0,++0.2037,++1.0
æy,Sad - Joyful,++1.0,1.38e-09,++1.0
æy,Short - Long,++1.0,++0.1223,++1.0
æy,Slow - Quick,++1.0,0.0003715,++1.0
æy,Small - Big,++1.0,++0.07573,++1.0
æy,Smooth - Rough_or_not_smooth,++1.0,++0.09717,++1.0
æy,Ugly - Beautiful,++1.0,3.839e-06,++1.0
æ,Angular - Round,++0.0828,0.0006433,++0.04006
æ,Bad - Good,++0.02809,++0.4891,++0.02841
æ,Cold - Hot,1.227e-08,2.206e-11,8.005e-11
æ,Complex - Simple,1.801e-11,6.055e-16,6.389e-15
æ,Cowardly - Brave,++0.06309,3.338e-06,++0.1163
æ,Dangerous - Secure,2.332e-09,++0.1424,3.562e-09
æ,Dark - Luminous,++0.2958,5.256e-05,++0.4308
æ,Difficult - Easy,2.918e-07,++0.03502,3.062e-08
æ,Evil - Benign,1.428e-13,++0.001225,4.319e-15
æ,Faded - Bright,++0.1984,++0.2318,++0.1546
æ,Feeble - Strong,++0.03475,4.003e-15,++0.004478
æ,Masculine - Feminine,++0.2998,++0.1562,++0.2574
æ,Passive - Active,++0.00419,++0.04534,++0.005879
æ,Quiet - Loud,++0.09603,3.804e-14,++0.01372
æ,Rough - Tender,3.45e-10,++0.1464,1.253e-10
æ,Sad - Joyful,0.0001066,4.53e-14,1.909e-06
æ,Short - Long,++0.262,++0.4526,++0.2562
æ,Slow - Quick,++0.0105,++0.03494,++0.01401
æ,Small - Big,++0.006036,++0.05131,++0.002953
æ,Smooth - Rough_or_not_smooth,++0.03553,++0.3025,++0.02908
æ,Ugly - Beautiful,3.691e-05,++0.009824,1.102e-05
yy,Angular - Round,++1.0,++0.04404,++1.0
yy,Bad - Good,++1.0,++0.003391,++1.0
yy,Cold - Hot,++1.0,1.639e-23,++1.0
yy,Complex - Simple,++1.0,5.669e-08,++1.0
yy,Cowardly - Brave,++1.0,++0.2311,++1.0
yy,Dangerous - Secure,++1.0,2.7e-55,++1.0
yy,Dark - Luminous,++1.0,++0.01564,++1.0
yy,Difficult - Easy,++1.0,++0.09541,++1.0
yy,Evil - Benign,++1.0,1.511e-05,++1.0
yy,Faded - Bright,++1.0,2.551e-07,++1.0
yy,Feeble - Strong,++1.0,++0.0332,++1.0
yy,Masculine - Feminine,++1.0,3.977e-07,++1.0
yy,Passive - Active,++1.0,5.373e-49,++1.0
yy,Quiet - Loud,++1.0,++0.1415,++1.0
yy,Rough - Tender,++1.0,2.988e-19,++1.0
yy,Sad - Joyful,++1.0,0.0009995,++1.0
yy,Short - Long,++1.0,3.245e-05,++1.0
yy,Slow - Quick,++1.0,++0.0281,++1.0
yy,Small - Big,++1.0,++0.3088,++1.0
yy,Smooth - Rough_or_not_smooth,++1.0,++0.001332,++1.0
yy,Ugly - Beautiful,++1.0,1.4e-25,++1.0
yi,Angular - Round,++1.0,2.979e-08,++1.0
yi,Bad - Good,++1.0,1.173e-09,++1.0
yi,Cold - Hot,++1.0,3.251e-06,++1.0
yi,Complex - Simple,++1.0,5.741e-09,++1.0
yi,Cowardly - Brave,++1.0,2.522e-10,++1.0
yi,Dangerous - Secure,++1.0,6.125e-06,++1.0
yi,Dark - Luminous,++1.0,1.543e-09,++1.0
yi,Difficult - Easy,++1.0,3.396e-17,++1.0
yi,Evil - Benign,++1.0,6.03e-09,++1.0
yi,Faded - Bright,++1.0,1.622e-11,++1.0
yi,Feeble - Strong,++1.0,9.521e-06,++1.0
yi,Masculine - Feminine,++1.0,2.571e-15,++1.0
yi,Passive - Active,++1.0,6.235e-12,++1.0
yi,Quiet - Loud,++1.0,1.379e-12,++1.0
yi,Rough - Tender,++1.0,3.744e-12,++1.0
yi,Sad - Joyful,++1.0,5.115e-08,++1.0
yi,Short - Long,++1.0,6.384e-08,++1.0
yi,Slow - Quick,++1.0,++0.001282,++1.0
yi,Small - Big,++1.0,2.328e-10,++1.0
yi,Smooth - Rough_or_not_smooth,++1.0,1.012e-11,++1.0
yi,Ugly - Beautiful,++1.0,4.36e-07,++1.0
yø,Angular - Round,++1.0,++0.2414,++1.0
yø,Bad - Good,++1.0,++0.05321,++1.0
yø,Cold - Hot,++1.0,8.775e-11,++1.0
yø,Complex - Simple,++1.0,3.86e-09,++1.0
yø,Cowardly - Brave,++1.0,++0.02017,++1.0
yø,Dangerous - Secure,++1.0,2.23e-11,++1.0
yø,Dark - Luminous,++1.0,2.188e-05,++1.0
yø,Difficult - Easy,++1.0,++0.3068,++1.0
yø,Evil - Benign,++1.0,3.753e-08,++1.0
yø,Faded - Bright,++1.0,4.18e-12,++1.0
yø,Feeble - Strong,++1.0,++0.1325,++1.0
yø,Masculine - Feminine,++1.0,++0.1113,++1.0
yø,Passive - Active,++1.0,1.261e-11,++1.0
yø,Quiet - Loud,++1.0,3.038e-18,++1.0
yø,Rough - Tender,++1.0,++0.4724,++1.0
yø,Sad - Joyful,++1.0,0.0006269,++1.0
yø,Short - Long,++1.0,++0.001205,++1.0
yø,Slow - Quick,++1.0,2.257e-10,++1.0
yø,Small - Big,++1.0,3.705e-41,++1.0
yø,Smooth - Rough_or_not_smooth,++1.0,++0.489,++1.0
yø,Ugly - Beautiful,++1.0,6.761e-22,++1.0
y,Angular - Round,++0.0864,1.836e-12,5.537e-06
y,Bad - Good,3.784e-21,2.531e-31,1.807e-07
y,Cold - Hot,++0.01368,1.787e-05,++0.2926
y,Complex - Simple,6.368e-08,1.796e-05,1.898e-15
y,Cowardly - Brave,9.857e-11,1.335e-18,++0.001071
y,Dangerous - Secure,++0.001507,1.163e-16,1.591e-12
y,Dark - Luminous,++0.4364,1.172e-22,3.751e-06
y,Difficult - Easy,1.439e-08,++0.302,5.111e-09
y,Evil - Benign,++0.02331,++0.08403,++0.06286
y,Faded - Bright,++0.1698,++0.445,++0.1741
y,Feeble - Strong,7.891e-11,3.956e-37,++0.09492
y,Masculine - Feminine,3.208e-13,2.162e-11,1.13e-06
y,Passive - Active,6.288e-14,5.94e-36,++0.004857
y,Quiet - Loud,0.000223,2.337e-08,++0.1113
y,Rough - Tender,5.708e-08,1.135e-05,4.894e-05
y,Sad - Joyful,++0.09397,++0.01261,++0.3429
y,Short - Long,0.0002809,9.542e-06,++0.03292
y,Slow - Quick,++0.005841,0.0001084,9.26e-06
y,Small - Big,++0.173,0.0008069,++0.008085
y,Smooth - Rough_or_not_smooth,++0.4216,++0.1818,++0.2845
y,Ugly - Beautiful,++0.02579,2.803e-48,1.227e-06
uu,Angular - Round,++0.07318,5.892e-07,++0.3195
uu,Bad - Good,++0.07513,++0.1763,++0.1036
uu,Cold - Hot,++0.001078,4.786e-22,++0.1283
uu,Complex - Simple,++0.09188,3.435e-11,++0.4542
uu,Cowardly - Brave,++0.1667,++0.001122,++0.06033
uu,Dangerous - Secure,++0.001377,1.189e-111,++0.0346
uu,Dark - Luminous,++0.1956,++0.009364,++0.3831
uu,Difficult - Easy,++0.3139,4.972e-06,++0.08699
uu,Evil - Benign,++0.1865,2.585e-09,++0.367
uu,Faded - Bright,++0.03646,1.311e-15,++0.3712
uu,Feeble - Strong,++0.01909,++0.0083,++0.00737
uu,Masculine - Feminine,++0.02808,++0.05861,++0.05772
uu,Passive - Active,1.954e-05,1.121e-14,++0.004206
uu,Quiet - Loud,++0.2725,0.0001752,++0.09751
uu,Rough - Tender,++0.4956,2.797e-24,++0.01689
uu,Sad - Joyful,++0.08026,7.155e-06,++0.3124
uu,Short - Long,++0.1919,++0.2315,++0.1516
uu,Slow - Quick,++0.001135,1.222e-05,++0.01719
uu,Small - Big,++0.07275,3.978e-19,0.0009472
uu,Smooth - Rough_or_not_smooth,++0.06717,6.274e-15,++0.453
uu,Ugly - Beautiful,++0.06303,4.265e-27,++0.3458
ui,Angular - Round,++1.0,8.377e-15,++1.0
ui,Bad - Good,++1.0,1.861e-22,++1.0
ui,Cold - Hot,++1.0,7.579e-25,++1.0
ui,Complex - Simple,++1.0,1.924e-05,++1.0
ui,Cowardly - Brave,++1.0,6.135e-16,++1.0
ui,Dangerous - Secure,++1.0,++0.4584,++1.0
ui,Dark - Luminous,++1.0,7.086e-11,++1.0
ui,Difficult - Easy,++1.0,1.363e-14,++1.0
ui,Evil - Benign,++1.0,2.005e-15,++1.0
ui,Faded - Bright,++1.0,2.301e-31,++1.0
ui,Feeble - Strong,++1.0,9.1e-17,++1.0
ui,Masculine - Feminine,++1.0,2.125e-17,++1.0
ui,Passive - Active,++1.0,1.485e-11,++1.0
ui,Quiet - Loud,++1.0,1.186e-18,++1.0
ui,Rough - Tender,++1.0,1.035e-12,++1.0
ui,Sad - Joyful,++1.0,++0.04403,++1.0
ui,Short - Long,++1.0,5.278e-30,++1.0
ui,Slow - Quick,++1.0,3.734e-22,++1.0
ui,Small - Big,++1.0,1.332e-24,++1.0
ui,Smooth - Rough_or_not_smooth,++1.0,1.099e-21,++1.0
ui,Ugly - Beautiful,++1.0,7.215e-37,++1.0
uo,Angular - Round,++1.0,++0.03962,++1.0
uo,Bad - Good,++1.0,5.172e-06,++1.0
uo,Cold - Hot,++1.0,++0.1202,++1.0
uo,Complex - Simple,++1.0,8.663e-12,++1.0
uo,Cowardly - Brave,++1.0,++0.1573,++1.0
uo,Dangerous - Secure,++1.0,++0.03452,++1.0
uo,Dark - Luminous,++1.0,5.535e-08,++1.0
uo,Difficult - Easy,++1.0,++0.2678,++1.0
uo,Evil - Benign,++1.0,++0.04252,++1.0
uo,Faded - Bright,++1.0,++0.1719,++1.0
uo,Feeble - Strong,++1.0,4.837e-09,++1.0
uo,Masculine - Feminine,++1.0,5.179e-12,++1.0
uo,Passive - Active,++1.0,3.263e-15,++1.0
uo,Quiet - Loud,++1.0,++0.06027,++1.0
uo,Rough - Tender,++1.0,++0.03468,++1.0
uo,Sad - Joyful,++1.0,++0.3131,++1.0
uo,Short - Long,++1.0,2.539e-05,++1.0
uo,Slow - Quick,++1.0,++0.4625,++1.0
uo,Small - Big,++1.0,++0.482,++1.0
uo,Smooth - Rough_or_not_smooth,++1.0,++0.00141,++1.0
uo,Ugly - Beautiful,++1.0,++0.01118,++1.0
u,Angular - Round,++0.07054,3.877e-09,++0.004071
u,Bad - Good,++0.275,5.672e-19,++0.09443
u,Cold - Hot,2.735e-13,1.769e-18,1.238e-07
u,Complex - Simple,++0.3259,9.389e-15,++0.01702
u,Cowardly - Brave,++0.01169,5.341e-17,++0.3255
u,Dangerous - Secure,++0.01878,0.0001395,++0.00241
u,Dark - Luminous,++0.2013,1.62e-07,++0.3772
u,Difficult - Easy,++0.1069,1.651e-38,++0.0517
u,Evil - Benign,0.0003624,2.151e-34,++0.2486
u,Faded - Bright,++0.02205,8.47e-13,++0.3585
u,Feeble - Strong,++0.07179,4.828e-09,++0.4764
u,Masculine - Feminine,1.275e-09,1.037e-26,0.0003394
u,Passive - Active,++0.3794,0.0003555,++0.1484
u,Quiet - Loud,2.649e-08,2.485e-59,++0.03532
u,Rough - Tender,++0.2565,1.274e-07,++0.2888
u,Sad - Joyful,1.26e-07,1.928e-36,++0.008654
u,Short - Long,++0.04676,++0.03455,++0.02313
u,Slow - Quick,1.746e-05,1.113e-09,++0.003943
u,Small - Big,++0.005678,2.21e-13,1.921e-05
u,Smooth - Rough_or_not_smooth,++0.01069,1.061e-11,0.0001436
u,Ugly - Beautiful,++0.1369,8.645e-07,++0.01576
